/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Susceptibility of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808946, 
	In supplement to: Channell, JET et al. (2008): Age calibrated relative paleointensity for the last 1.5 Myr from IODP Site U1308 (North Atlantic). Earth and Planetary Science Letters, 274, 59-71, https://doi.org/10.1016/j.epsl.2008.07.005
Related to:	Channell, James E T; Hodell, David A (2013): Magnetic signatures of Heinrich-like detrital layers in the Quaternary of the North Atlantic. Earth and Planetary Science Letters, 369-370, 260-270, https://doi.org/10.1016/j.epsl.2013.03.034
	Channell, James E T; Hodell, David A; Romero, Oscar E; Hillaire-Marcel, Claude; de Vernal, Anne; Stoner, Joseph S; Mazaud, Alain; Röhl, Ursula (2012): A 750-kyr detrital-layer stratigraphy for the North Atlantic (IODP Sites U1302–U1303, Orphan Knoll, Labrador Sea). Earth and Planetary Science Letters, 317-318, 218-230, https://doi.org/10.1016/j.epsl.2011.11.029
	Hodell, David A; Channell, James E T; Curtis, Jason H; Romero, Oscar E; Röhl, Ursula (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Coverage:	LATITUDE: 49.877760 * LONGITUDE: -24.238110
	DATE/TIME START: 2004-10-30T00:00:00 * DATE/TIME END: 2004-10-30T00:00:00
	MINIMUM ELEVATION: -3871.0 m * MAXIMUM ELEVATION: -3871.0 m
Event(s):	303-U1308 * LATITUDE: 49.877760 * LONGITUDE: -24.238110 * DATE/TIME: 2004-10-30T00:00:00 * ELEVATION: -3871.0 m * PENETRATION: 1253.5 m * RECOVERY: 1246 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Exp303 (North Atlantic Climate 1) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 134 cores; 1246.0 m cored; 7.5 m drilled; 95.4 % recovery
Parameter(s):	Depth, composite [mcd] (Depth comp) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html) * METHOD/DEVICE: Intercore correlation
	Magnetic susceptibility, volume [10**-6 SI] (kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
	ARM Susceptibility/susceptibility ratio [A/m] (ARM/kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	32289 data points
*/
Depth comp [mcd]	kappa [10**-6 SI]	ARM/kappa [A/m]
67.05	172.0	4.996
67.06	170.7	4.929
67.07	170.7	4.773
67.08	165.2	4.693
67.14	191.1	3.534
67.15	202.5	3.792
67.16	206.2	4.012
67.17	207.8	4.157
67.18	204.6	4.330
67.19	201.2	4.468
67.20	205.9	4.406
67.21	218.6	4.185
67.22	224.7	4.104
67.23	220.3	4.208
67.24	210.5	4.411
67.25	212.0	4.385
67.26	227.9	4.103
67.27	243.6	3.878
67.28	253.9	3.760
67.29	259.1	3.713
67.30	263.4	3.670
67.31	266.3	3.643
67.32	267.3	3.639
67.33	270.2	3.609
67.34	274.6	3.555
67.35	276.1	3.537
67.36	274.8	3.563
67.37	289.3	3.425
67.38	309.0	3.284
67.39	331.2	3.154
67.40	349.0	3.082
67.41	359.3	3.060
67.42	361.2	3.088
67.43	358.7	3.137
67.44	357.8	3.171
67.45	363.1	3.160
67.46	374.1	3.114
67.47	386.9	3.070
67.48	398.4	3.044
67.49	408.5	3.032
67.50	429.6	2.949
67.51	447.2	2.900
67.52	452.6	2.925
67.53	454.1	2.969
67.54	468.4	2.932
67.55	494.9	2.831
67.56	514.6	2.780
67.57	519.4	2.804
67.58	518.4	2.849
67.59	530.4	2.824
67.60	553.5	2.750
67.61	569.1	2.724
67.62	581.5	2.714
67.63	602.7	2.664
67.64	620.4	2.632
67.65	628.3	2.637
67.66	629.5	2.661
67.67	630.9	2.680
67.68	640.0	2.669
67.69	655.5	2.640
67.70	679.1	2.588
67.71	711.6	2.512
67.72	739.6	2.457
67.73	760.1	2.422
67.74	758.9	2.442
67.75	731.0	2.542
67.76	741.4	2.524
67.77	816.4	2.344
67.78	882.4	2.247
67.80	750.4	2.373
67.81	761.0	2.394
67.82	782.2	2.381
67.83	824.2	2.306
67.84	873.0	2.219
67.85	921.6	2.132
67.86	951.6	2.069
67.87	933.1	2.074
67.88	877.5	2.114
67.89	822.8	2.111
67.90	780.4	2.056
67.91	738.6	1.989
67.92	693.7	1.938
67.93	652.0	1.876
67.94	606.1	1.813
67.95	525.7	1.839
67.96	368.2	2.200
67.97	184.2	3.421
67.98	445.9	1.204
67.99	586.4	1.224
68.00	633.6	1.370
68.01	638.0	1.537
68.02	633.2	1.670
68.03	629.5	1.754
68.04	617.8	1.831
68.05	606.2	1.895
68.06	597.0	1.966
68.07	587.8	2.059
68.08	581.4	2.161
68.09	573.3	2.271
68.10	557.4	2.400
68.11	536.8	2.536
68.12	513.3	2.680
68.13	494.3	2.805
68.14	479.8	2.908
68.15	474.3	2.956
68.16	480.0	2.931
68.17	480.1	2.932
68.18	472.4	2.968
68.19	471.6	2.953
68.20	472.2	2.932
68.21	465.5	2.972
68.22	472.4	2.950
68.23	506.0	2.803
68.24	558.0	2.606
68.25	611.0	2.445
68.26	637.0	2.392
68.27	637.1	2.411
68.28	619.7	2.468
68.29	604.0	2.499
68.30	608.8	2.442
68.31	601.8	2.429
68.32	572.0	2.504
68.33	569.2	2.459
68.34	613.4	2.234
68.35	632.1	2.112
68.36	593.0	2.144
68.37	541.8	2.168
68.38	513.9	2.067
68.39	500.8	1.921
68.40	490.2	1.804
68.41	473.4	1.757
68.42	455.5	1.751
68.43	436.1	1.785
68.44	413.6	1.861
68.45	384.4	1.994
68.46	356.4	2.146
68.47	336.8	2.265
68.48	330.1	2.305
68.49	335.3	2.264
68.50	352.9	2.141
68.51	384.4	1.947
68.52	416.8	1.770
68.53	442.7	1.636
68.54	471.5	1.506
68.55	500.4	1.385
68.56	522.9	1.298
68.57	538.5	1.251
68.58	551.3	1.235
68.59	555.3	1.261
68.60	545.1	1.337
68.61	527.8	1.450
68.62	507.0	1.589
68.63	487.7	1.736
68.64	466.5	1.906
68.65	443.1	2.102
68.66	418.1	2.328
68.67	392.9	2.583
68.68	384.7	2.751
68.69	390.8	2.820
68.70	395.0	2.896
68.71	399.0	2.962
68.72	405.4	2.998
68.73	413.0	3.005
68.74	416.6	3.016
68.75	411.8	3.064
68.76	402.7	3.124
68.77	396.0	3.156
68.78	389.1	3.186
68.79	380.3	3.232
68.80	377.7	3.229
68.81	383.4	3.168
68.82	391.9	3.107
68.83	401.8	3.055
68.84	415.2	2.994
68.85	429.6	2.938
68.86	437.6	2.926
68.87	438.8	2.948
68.88	435.9	2.983
68.89	432.4	3.008
68.90	432.3	3.000
68.91	434.8	2.972
68.92	437.4	2.942
68.93	445.6	2.880
68.94	454.7	2.817
68.95	461.2	2.778
68.96	474.4	2.718
68.97	492.5	2.658
68.98	508.2	2.629
68.99	520.2	2.617
69.00	530.7	2.597
69.01	541.4	2.554
69.02	546.6	2.510
69.03	546.4	2.457
69.04	551.5	2.345
69.05	569.5	2.161
69.06	577.4	2.011
69.07	571.5	1.910
69.08	571.0	1.796
69.09	574.1	1.677
69.10	572.2	1.592
69.11	572.0	1.526
69.12	577.0	1.472
69.13	581.8	1.435
69.14	582.2	1.419
69.15	572.9	1.437
69.16	547.6	1.508
69.17	503.9	1.651
69.18	445.4	1.888
69.19	388.8	2.194
69.20	345.4	2.515
69.21	320.0	2.763
69.22	304.8	2.941
69.23	289.2	3.132
69.24	274.9	3.316
69.25	262.2	3.480
69.26	247.9	3.660
69.27	233.2	3.843
69.28	223.0	3.963
69.29	218.1	4.002
69.30	218.3	3.971
69.31	222.4	3.905
69.32	226.9	3.868
69.33	231.8	3.848
69.34	238.6	3.813
69.35	244.6	3.796
69.36	249.9	3.792
69.37	256.1	3.782
69.38	260.0	3.795
69.39	420.0	2.666
69.40	432.5	2.633
69.41	448.7	2.577
69.42	467.8	2.510
69.43	493.4	2.413
69.44	529.0	2.280
69.45	569.3	2.146
69.46	602.0	2.054
69.47	626.0	1.992
69.48	651.4	1.926
69.49	683.2	1.849
69.50	714.2	1.790
69.51	737.1	1.763
69.52	747.1	1.771
69.53	741.2	1.819
69.54	706.9	1.943
69.55	654.9	2.142
69.56	604.5	2.377
69.57	564.7	2.608
69.58	538.4	2.792
69.59	522.8	2.904
69.60	517.6	2.912
69.61	511.1	2.850
69.62	476.5	2.831
69.63	383.1	3.074
69.64	232.5	4.098
69.65	102.2	6.817
69.66	397.5	2.100
69.67	520.6	2.118
69.68	579.7	2.322
69.69	606.1	2.538
69.70	630.3	2.662
69.71	656.5	2.718
69.72	679.4	2.755
69.73	700.6	2.776
69.74	730.7	2.758
69.75	768.7	2.717
69.76	803.8	2.693
69.77	830.7	2.690
69.78	849.5	2.702
69.79	862.8	2.718
69.80	876.0	2.719
69.81	885.8	2.714
69.82	876.0	2.748
69.83	846.3	2.820
69.84	805.8	2.910
69.85	772.9	2.966
69.86	765.3	2.928
69.87	778.0	2.825
69.88	770.0	2.806
69.89	716.0	2.953
69.90	654.3	3.145
69.91	626.0	3.196
69.92	609.6	3.198
69.93	582.2	3.273
69.94	547.4	3.399
69.95	521.3	3.482
69.96	507.0	3.490
69.97	495.9	3.480
69.98	488.0	3.454
69.99	482.1	3.428
70.00	478.9	3.410
70.01	479.5	3.390
70.02	477.2	3.403
70.03	469.3	3.458
70.04	460.8	3.515
70.05	453.4	3.561
70.06	449.8	3.578
70.07	452.6	3.551
70.08	459.6	3.503
70.09	467.3	3.454
70.10	471.9	3.426
70.11	470.3	3.437
70.12	465.1	3.465
70.13	459.7	3.493
70.14	461.2	3.473
70.15	466.2	3.439
70.16	472.0	3.411
70.17	482.0	3.366
70.18	490.4	3.340
70.19	494.4	3.343
70.20	494.7	3.366
70.21	494.4	3.387
70.22	489.8	3.425
70.23	478.3	3.494
70.24	471.2	3.508
70.25	471.0	3.461
70.26	466.3	3.445
70.27	454.2	3.480
70.28	444.5	3.495
70.29	441.3	3.464
70.30	438.8	3.436
70.31	432.2	3.443
70.32	419.5	3.503
70.33	412.2	3.521
70.34	410.5	3.495
70.35	412.0	3.446
70.36	409.5	3.430
70.37	396.4	3.499
70.38	378.2	3.615
70.39	367.0	3.670
70.40	360.2	3.687
70.41	357.2	3.668
70.42	356.8	3.633
70.43	360.4	3.571
70.44	366.8	3.495
70.45	370.5	3.454
70.46	372.3	3.431
70.47	373.8	3.406
70.48	373.6	3.392
70.49	374.5	3.369
70.50	379.8	3.313
70.51	383.8	3.281
70.52	384.9	3.278
70.53	383.4	3.299
70.54	383.3	3.312
70.55	400.3	3.202
70.56	434.6	3.010
70.57	469.5	2.868
70.58	489.8	2.831
70.59	491.0	2.891
70.60	484.1	2.981
70.61	483.3	3.024
70.62	487.1	3.036
70.63	489.3	3.066
70.64	494.8	3.080
70.65	504.6	3.072
70.66	517.9	3.048
70.67	523.7	3.072
70.68	525.4	3.121
70.69	548.5	3.055
70.70	585.8	2.948
70.71	617.1	2.900
70.72	641.0	2.894
70.73	659.9	2.906
70.74	675.1	2.919
70.75	684.5	2.940
70.76	692.4	2.948
70.77	693.4	2.966
70.78	688.8	2.990
70.79	695.9	2.949
70.80	708.0	2.877
70.81	704.3	2.862
70.82	676.0	2.927
70.83	622.4	3.092
70.84	565.0	3.274
70.85	519.6	3.406
70.86	483.9	3.509
70.87	473.8	3.468
70.88	488.5	3.320
70.89	515.4	3.179
70.90	558.4	3.030
70.91	602.0	2.953
70.92	646.6	2.917
70.93	694.0	2.884
70.94	727.6	2.906
70.95	747.5	2.955
70.96	765.9	2.984
70.97	792.0	2.960
70.98	817.0	2.933
70.99	832.8	2.929
71.00	835.0	2.959
71.01	829.6	3.001
71.02	824.0	3.034
71.03	815.8	3.072
71.04	810.5	3.097
71.05	816.4	3.084
71.06	828.6	3.050
71.07	836.4	3.032
71.08	836.3	3.037
71.09	828.8	3.054
71.10	814.4	3.070
71.11	795.1	3.069
71.12	768.5	3.038
71.18	349.1	2.695
71.19	357.8	3.312
71.20	352.6	3.896
71.21	343.0	4.364
71.22	332.0	4.712
71.23	323.6	4.908
71.24	319.2	4.979
71.25	317.6	4.974
71.26	315.0	4.989
71.27	312.2	5.024
71.28	312.5	5.023
71.29	311.4	5.054
71.30	304.4	5.190
71.31	296.8	5.346
71.32	292.9	5.442
71.33	293.6	5.447
71.34	297.1	5.390
71.35	303.6	5.279
71.36	311.1	5.143
71.37	316.9	5.029
71.38	323.4	4.898
71.39	331.2	4.750
71.40	337.4	4.621
71.41	347.0	4.445
71.42	362.3	4.213
71.43	373.7	4.053
71.44	386.8	3.894
71.45	404.5	3.710
71.46	425.3	3.518
71.47	444.4	3.362
71.48	453.4	3.293
71.49	444.5	3.361
71.50	436.2	3.429
71.51	447.5	3.345
71.52	462.0	3.242
71.53	469.7	3.190
71.54	479.6	3.121
71.55	489.0	3.045
71.56	490.9	2.997
71.57	492.6	2.923
71.58	496.0	2.812
71.59	501.6	2.672
71.60	511.1	2.519
71.61	519.6	2.399
71.62	526.9	2.326
71.63	537.8	2.287
71.64	549.5	2.287
71.65	563.1	2.307
71.66	581.5	2.316
71.67	606.4	2.296
71.68	632.1	2.261
71.69	656.2	2.214
71.70	674.0	2.175
71.71	676.8	2.176
71.72	680.5	2.170
71.73	692.8	2.133
71.74	708.6	2.079
71.75	726.2	2.016
71.76	740.3	1.958
71.77	738.7	1.935
71.78	719.6	1.950
71.79	701.3	1.961
71.80	687.8	1.958
71.81	671.1	1.967
71.82	655.0	1.981
71.83	640.9	1.999
71.84	634.9	2.006
71.85	638.9	1.987
71.86	637.7	1.984
71.87	616.2	2.035
71.88	578.5	2.121
71.89	537.6	2.207
71.90	507.2	2.258
71.91	494.8	2.257
71.92	492.8	2.240
71.93	495.0	2.231
71.94	495.7	2.242
71.95	494.5	2.267
71.96	491.7	2.299
71.97	490.5	2.322
71.98	489.8	2.340
71.99	484.6	2.376
72.00	476.8	2.419
72.01	466.3	2.465
72.02	450.1	2.530
72.03	429.1	2.612
72.04	407.9	2.687
72.05	393.0	2.716
72.06	380.9	2.732
72.07	369.2	2.767
72.08	352.0	2.870
72.09	337.6	2.965
72.10	324.4	3.046
72.11	311.5	3.121
72.12	308.8	3.095
72.13	311.4	3.026
72.14	316.4	2.956
72.15	323.0	2.905
72.16	328.8	2.899
72.17	325.0	3.003
72.18	318.7	3.129
72.19	315.2	3.210
72.20	310.7	3.280
72.21	308.6	3.310
72.22	311.7	3.277
72.23	318.2	3.210
72.24	325.0	3.148
72.25	330.5	3.109
72.26	332.2	3.112
72.27	330.0	3.152
72.28	323.9	3.223
72.29	315.1	3.313
72.30	305.5	3.403
72.31	302.4	3.418
72.32	299.1	3.431
72.33	288.2	3.532
72.34	277.0	3.639
72.35	269.8	3.694
72.36	264.8	3.718
72.37	263.8	3.673
72.38	269.5	3.504
72.39	275.5	3.307
72.40	276.7	3.153
72.41	275.6	3.026
72.42	272.3	2.932
72.43	269.8	2.854
72.44	270.0	2.776
72.45	271.2	2.717
72.46	272.2	2.681
72.47	271.4	2.658
72.48	271.9	2.598
72.49	271.4	2.511
72.50	273.7	2.375
72.51	273.9	2.252
72.52	274.1	2.143
72.53	273.8	2.057
72.54	276.1	1.971
72.55	277.5	1.913
72.56	279.2	1.872
72.57	280.4	1.844
72.58	279.0	1.833
72.59	278.6	1.811
72.60	278.6	1.776
72.61	276.2	1.739
72.62	263.1	1.728
72.68	124.4	3.085
72.69	141.5	3.272
72.70	155.0	3.397
72.71	165.1	3.489
72.72	171.5	3.598
72.73	173.4	3.744
72.74	175.1	3.860
72.75	180.5	3.880
72.76	190.2	3.809
72.77	201.7	3.713
72.78	207.2	3.712
72.79	205.9	3.812
72.80	206.9	3.843
72.81	211.3	3.800
72.82	213.1	3.801
72.83	218.5	3.742
72.84	222.6	3.711
72.85	221.3	3.783
72.86	222.1	3.838
72.87	236.6	3.703
72.88	259.2	3.509
72.89	279.0	3.396
72.90	294.7	3.338
72.91	307.0	3.290
72.92	310.2	3.289
72.93	302.7	3.340
72.94	269.6	3.633
72.95	217.1	4.297
72.96	192.9	4.627
72.97	231.2	3.855
72.98	290.9	3.218
72.99	325.7	3.080
73.00	335.7	3.185
73.01	339.0	3.308
73.02	350.4	3.325
73.03	368.7	3.273
73.04	382.8	3.253
73.05	392.2	3.260
73.06	401.2	3.261
73.07	411.4	3.243
73.08	419.8	3.235
73.09	427.8	3.229
73.10	442.3	3.179
73.11	462.2	3.103
73.12	485.5	3.016
73.13	505.8	2.960
73.14	520.1	2.939
73.15	534.6	2.912
73.16	554.5	2.851
73.17	576.3	2.780
73.18	593.1	2.734
73.19	605.1	2.707
73.20	620.1	2.662
73.21	634.4	2.618
73.22	643.0	2.597
73.23	647.8	2.590
73.24	652.7	2.582
73.25	658.8	2.567
73.26	660.5	2.567
73.27	659.7	2.572
73.28	665.1	2.549
73.29	674.1	2.512
73.30	687.4	2.464
73.31	700.8	2.424
73.32	703.1	2.424
73.33	700.8	2.436
73.34	699.0	2.439
73.35	700.5	2.427
73.36	700.3	2.422
73.37	708.1	2.400
73.38	729.6	2.348
73.39	749.0	2.314
73.40	759.5	2.306
73.41	761.2	2.313
73.42	756.0	2.322
73.43	750.6	2.317
73.44	740.7	2.316
73.45	725.9	2.325
73.46	716.5	2.321
73.47	720.6	2.283
73.48	735.2	2.221
73.49	739.9	2.192
73.50	722.7	2.219
73.51	686.7	2.291
73.52	654.6	2.338
73.53	638.4	2.334
73.54	634.4	2.294
73.55	633.4	2.257
73.56	626.6	2.248
73.57	619.6	2.245
73.58	621.0	2.220
73.59	626.0	2.191
73.60	622.7	2.197
73.61	611.9	2.227
73.62	600.1	2.256
73.63	588.9	2.278
73.64	579.6	2.293
73.65	573.5	2.298
73.66	568.2	2.301
73.67	562.5	2.306
73.68	551.6	2.332
73.69	540.3	2.356
73.70	535.5	2.351
73.71	530.1	2.351
73.72	522.0	2.367
73.73	528.4	2.327
73.74	537.1	2.289
73.75	538.4	2.291
73.76	539.7	2.296
73.77	549.3	2.269
73.78	556.0	2.258
73.79	556.6	2.273
73.80	560.0	2.274
73.81	568.0	2.256
73.82	575.1	2.244
73.83	581.8	2.235
73.84	596.4	2.201
73.85	602.6	2.201
73.86	600.2	2.233
73.87	597.2	2.262
73.88	597.1	2.275
73.89	601.8	2.270
73.90	600.4	2.292
73.91	600.2	2.310
73.92	612.0	2.287
73.93	630.7	2.246
73.94	650.3	2.207
73.95	664.3	2.188
73.96	664.8	2.202
73.97	636.4	2.297
73.98	586.7	2.468
73.99	590.5	2.434
74.00	645.4	2.248
74.01	645.5	2.265
74.02	650.0	2.267
74.03	653.0	2.270
74.04	652.1	2.282
74.05	652.0	2.290
74.06	655.4	2.287
74.07	660.9	2.281
74.08	671.1	2.263
74.09	678.9	2.257
74.10	681.0	2.267
74.11	683.8	2.268
74.12	685.6	2.263
74.13	670.9	2.302
74.14	640.7	2.385
74.15	619.4	2.429
74.16	602.4	2.452
74.17	573.2	2.525
74.18	543.9	2.600
74.19	531.9	2.597
74.20	533.5	2.543
74.21	535.4	2.505
74.22	533.1	2.499
74.23	533.2	2.487
74.24	533.6	2.479
74.25	528.8	2.497
74.26	518.0	2.543
74.27	512.2	2.564
74.28	515.1	2.545
74.29	522.5	2.514
74.30	529.5	2.495
74.31	540.9	2.462
74.32	553.5	2.427
74.33	560.4	2.417
74.34	565.0	2.413
74.35	571.4	2.394
74.36	573.7	2.386
74.37	565.4	2.416
74.38	550.5	2.470
74.39	545.3	2.482
74.40	553.6	2.442
74.41	560.4	2.414
74.42	561.2	2.411
74.43	560.5	2.406
74.44	560.5	2.394
74.45	555.6	2.402
74.46	547.5	2.425
74.47	543.3	2.436
74.48	548.2	2.412
74.49	560.1	2.366
74.50	573.0	2.320
74.51	583.6	2.273
74.52	585.4	2.234
74.53	571.0	2.208
74.54	510.8	2.300
74.55	368.2	2.824
74.56	188.9	4.524
74.57	74.2	8.591
74.58	312.1	1.766
74.59	428.6	1.721
74.60	485.1	1.851
74.61	513.2	2.018
74.62	525.8	2.146
74.63	525.0	2.258
74.64	523.7	2.321
74.65	519.1	2.363
74.66	507.4	2.416
74.67	495.1	2.459
74.68	475.8	2.536
74.69	476.0	2.518
74.70	498.9	2.404
74.71	517.7	2.334
74.72	525.2	2.323
74.73	531.2	2.319
74.74	541.7	2.296
74.75	552.0	2.273
74.76	551.0	2.294
74.77	538.3	2.356
74.78	529.3	2.400
74.79	530.9	2.401
74.80	541.4	2.372
74.81	553.9	2.343
74.82	563.3	2.332
74.83	572.7	2.320
74.84	581.9	2.307
74.85	589.3	2.296
74.86	595.4	2.288
74.87	598.3	2.290
74.88	594.9	2.316
74.89	599.0	2.315
74.90	621.3	2.252
74.91	647.2	2.191
74.92	667.4	2.161
74.93	692.1	2.127
74.94	720.5	2.089
74.95	742.9	2.068
74.96	752.7	2.076
74.97	738.1	2.138
74.98	713.5	2.217
74.99	697.2	2.261
75.00	679.5	2.308
75.01	669.1	2.338
75.02	696.4	2.253
75.03	736.9	2.145
75.04	725.2	2.180
75.05	661.0	2.350
75.06	596.0	2.513
75.07	552.8	2.584
75.08	532.4	2.565
75.09	521.2	2.530
75.10	506.7	2.538
75.11	497.6	2.547
75.12	498.4	2.530
75.13	505.0	2.504
75.14	513.9	2.478
75.15	525.0	2.443
75.16	538.1	2.400
75.17	555.7	2.343
75.18	581.7	2.263
75.19	603.5	2.206
75.20	607.1	2.205
75.21	594.0	2.243
75.22	574.7	2.288
75.23	557.1	2.321
75.24	552.4	2.306
75.25	556.2	2.267
75.26	553.5	2.265
75.27	543.6	2.294
75.28	533.6	2.322
75.29	525.5	2.339
75.30	513.2	2.374
75.31	502.6	2.400
75.32	498.9	2.403
75.33	500.6	2.389
75.34	507.8	2.359
75.35	516.8	2.328
75.36	523.9	2.310
75.37	527.6	2.305
75.38	536.2	2.279
75.39	544.7	2.253
75.40	544.7	2.259
75.41	547.2	2.254
75.42	558.1	2.219
75.43	574.7	2.172
75.44	584.0	2.162
75.45	592.1	2.158
75.46	606.9	2.131
75.47	624.0	2.102
75.48	634.7	2.093
75.49	637.3	2.104
75.50	631.8	2.132
75.51	634.5	2.127
75.52	645.4	2.097
75.53	647.4	2.100
75.54	645.4	2.114
75.55	648.7	2.106
75.56	648.1	2.102
75.57	647.0	2.097
75.58	642.1	2.110
75.59	635.8	2.136
75.60	623.9	2.186
75.61	611.9	2.233
75.62	611.4	2.230
75.63	612.2	2.208
75.64	597.4	2.230
75.65	572.3	2.277
75.66	555.2	2.287
75.67	547.7	2.266
75.68	539.4	2.260
75.69	531.0	2.267
75.70	523.8	2.282
75.71	516.1	2.315
75.72	513.8	2.341
75.73	517.9	2.352
75.74	533.3	2.325
75.75	546.5	2.313
75.76	541.5	2.373
75.77	527.1	2.465
75.78	512.6	2.550
75.79	502.5	2.603
75.80	496.0	2.625
75.81	490.6	2.631
75.82	487.7	2.621
75.83	487.9	2.601
75.84	494.5	2.559
75.85	504.1	2.515
75.86	508.9	2.503
75.87	503.4	2.535
75.88	492.3	2.583
75.89	483.8	2.607
75.90	483.4	2.587
75.91	488.1	2.550
75.92	492.4	2.525
75.93	497.4	2.502
75.94	503.1	2.479
75.95	510.8	2.454
75.96	518.6	2.435
75.97	523.4	2.430
75.98	528.2	2.424
75.99	537.1	2.400
76.00	542.2	2.390
76.01	536.0	2.417
76.02	530.7	2.410
76.03	519.5	2.383
76.04	480.2	2.417
76.10	523.3	2.036
76.11	525.6	2.250
76.12	505.9	2.459
76.13	466.0	2.720
76.14	433.8	2.918
76.15	423.2	2.974
76.16	432.5	2.911
76.17	448.1	2.837
76.18	471.7	2.738
76.19	483.3	2.720
76.20	457.1	2.913
76.21	426.1	3.153
76.22	414.2	3.284
76.23	420.7	3.305
76.24	449.9	3.190
76.25	500.0	2.977
76.26	545.6	2.829
76.27	575.9	2.752
76.28	578.0	2.772
76.29	554.6	2.874
76.30	526.4	2.971
76.31	503.5	3.017
76.32	473.1	3.103
76.33	442.7	3.180
76.34	424.7	3.166
76.35	419.7	3.080
76.36	416.4	3.012
76.37	412.1	2.975
76.38	415.7	2.896
76.39	411.2	2.883
76.40	383.5	3.029
76.41	357.9	3.162
76.42	344.2	3.202
76.43	345.8	3.137
76.44	360.3	2.994
76.45	367.7	2.938
76.46	354.0	3.047
76.47	332.8	3.214
76.48	313.7	3.360
76.49	295.6	3.498
76.50	284.4	3.572
76.51	289.4	3.476
76.52	302.2	3.334
76.53	311.0	3.272
76.54	315.3	3.266
76.55	318.5	3.268
76.56	319.2	3.287
76.57	321.2	3.286
76.58	325.0	3.269
76.59	329.2	3.260
76.60	335.4	3.256
76.61	346.6	3.240
76.62	375.1	3.121
76.63	446.4	2.790
76.64	589.2	2.264
76.65	665.2	2.121
76.66	544.5	2.635
76.67	432.4	3.225
76.68	392.2	3.370
76.69	386.8	3.233
76.70	397.0	3.023
76.71	418.6	2.797
76.72	456.0	2.526
76.73	499.0	2.277
76.74	503.0	2.229
76.75	474.8	2.327
76.76	438.5	2.487
76.77	407.4	2.660
76.78	401.7	2.709
76.79	418.9	2.639
76.80	471.6	2.401
76.81	588.1	1.984
76.82	676.5	1.777
76.83	668.4	1.832
76.84	677.7	1.812
76.85	747.7	1.629
76.86	826.2	1.460
76.87	821.7	1.454
76.88	788.0	1.502
76.89	798.7	1.463
76.90	830.3	1.383
76.91	860.4	1.305
76.92	890.8	1.228
76.93	895.7	1.187
76.94	873.2	1.181
76.95	859.6	1.168
76.96	853.1	1.151
76.97	846.8	1.142
76.98	855.1	1.118
76.99	881.6	1.070
77.00	913.3	1.014
77.01	904.3	1.002
77.02	864.0	1.026
77.03	842.4	1.035
77.04	832.0	1.037
77.05	818.2	1.050
77.06	816.6	1.055
77.07	819.6	1.063
77.08	810.6	1.090
77.09	797.6	1.124
77.10	796.7	1.143
77.11	815.6	1.140
77.12	834.3	1.142
77.13	814.0	1.203
77.14	768.9	1.307
77.15	727.5	1.418
77.16	695.3	1.528
77.17	668.2	1.634
77.18	647.8	1.724
77.19	639.5	1.769
77.20	639.3	1.773
77.21	638.9	1.761
77.22	636.2	1.748
77.23	628.6	1.750
77.24	623.4	1.751
77.25	614.9	1.769
77.26	593.0	1.841
77.27	562.4	1.968
77.28	531.7	2.142
77.29	506.7	2.328
77.30	484.2	2.518
77.31	467.4	2.685
77.32	458.5	2.798
77.33	456.3	2.862
77.34	452.1	2.923
77.35	449.7	2.960
77.36	458.2	2.913
77.37	471.9	2.832
77.38	478.4	2.796
77.39	480.4	2.782
77.40	479.6	2.779
77.41	477.5	2.776
77.42	476.9	2.759
77.43	473.4	2.754
77.44	470.2	2.740
77.45	475.6	2.675
77.46	486.8	2.589
77.47	499.8	2.502
77.48	518.0	2.387
77.49	526.8	2.307
77.50	510.1	2.335
77.51	507.2	2.299
77.52	517.4	2.214
77.53	516.7	2.180
77.54	510.8	2.157
77.60	446.7	1.972
77.61	477.6	2.146
77.62	494.1	2.286
77.63	507.9	2.361
77.64	520.4	2.391
77.65	528.2	2.408
77.66	522.8	2.457
77.67	512.6	2.500
77.68	501.9	2.524
77.69	476.4	2.616
