ID;Niveau principal;Sous-niveau;Entité;Symbole ou formule;Type d'entrée;Statut;Composition ou description;Architecture ou état;Réservoirs typiques;Stabilité ou durée;Accessibilité;Mobilisabilité;Source URL;type_registre
MAT-00365;Matériaux et minéraux;Glace minérale;Glace amorphe;H2O;Entité ou catalogue;Confirmé;H2O;Réseau désordonné;Nuages, comètes, laboratoires;Plusieurs densités amorphes;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00366;Matériaux et minéraux;Glace planétaire;Glace de CO2;CO2;Entité ou catalogue;Confirmé;CO2;Cristal moléculaire;Mars, comètes;Glace sèche;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00367;Matériaux et minéraux;Glace planétaire;Glace de méthane;CH4;Entité ou catalogue;Confirmé;CH4;Cristal moléculaire;Titan, Pluton, objets transneptuniens;Glace volatile;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00368;Matériaux et minéraux;Glace planétaire;Glace d'azote;N2;Entité ou catalogue;Confirmé;N2;Cristal moléculaire;Pluton, Triton;Glace très volatile;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00369;Matériaux et minéraux;Poussière cosmique;Silicates amorphes;Mg-Fe-Si-O;Entité ou catalogue;Confirmé spectroscopiquement;Mg-Fe-Si-O;Grains amorphes;Milieu interstellaire, disques;Poussières dominantes;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00370;Matériaux et minéraux;Poussière cosmique;Grains carbonés;C et H variables;Entité ou catalogue;Confirmé ou inféré;C et H variables;Graphitique, amorphe, PAH;Milieu interstellaire, enveloppes stellaires;Réservoir de carbone solide;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00371;Matériaux et minéraux;Météoritique;Chondrules;silicates et métal;Entité ou catalogue;Confirmé;silicates et métal;Gouttelettes fondues solidifiées;Chondrites;Archives du disque protoplanétaire;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00372;Matériaux et minéraux;Météoritique;Inclusions riches en calcium et aluminium;oxydes et silicates réfractaires;Entité ou catalogue;Confirmé;oxydes et silicates réfractaires;Agrégats réfractaires;Chondrites carbonées;Parmi les premiers solides du Système solaire;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00373;Matériaux et minéraux;Météoritique;Matrice chondritique;silicates fins, organiques, sulfures;Entité ou catalogue;Confirmé;silicates fins, organiques, sulfures;Agrégat fin;Chondrites;Mélange primordial;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00374;Matériaux et minéraux;Matière organique complexe;Tholins;polymères organiques azotés;Entité ou catalogue;Confirmé comme analogue et inféré planétairement;polymères organiques azotés;Solide amorphe;Titan, Pluton, laboratoires;Produit photochimique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00375;Matériaux et minéraux;Métal et alliage;Fer-nickel météoritique;Fe-Ni;Entité ou catalogue;Confirmé;Fe-Ni;Phases kamacite et taénite;Météorites, noyaux planétaires;Alliage cosmique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00376;Matériaux et minéraux;Métal et alliage;Acier;Fe-C et alliants;Entité ou catalogue;Confirmé;Fe-C et alliants;Cristaux et phases multiples;Technosphère;Famille d'alliages;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00377;Matériaux et minéraux;Métal et alliage;Bronze;Cu-Sn;Entité ou catalogue;Confirmé;Cu-Sn;Solution et phases intermétalliques;Technosphère;Alliage historique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00378;Matériaux et minéraux;Métal et alliage;Laiton;Cu-Zn;Entité ou catalogue;Confirmé;Cu-Zn;Solution solide;Technosphère;Alliage cuivre-zinc;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00379;Matériaux et minéraux;Métal et alliage;Superalliage base nickel;Ni, Cr, Co, Al, Ti et autres;Entité ou catalogue;Confirmé;Ni, Cr, Co, Al, Ti et autres;Matrice et précipités;Turbines, technosphère;Résistance à haute température;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00380;Matériaux et minéraux;Céramique;Verre silicaté;SiO2 et modificateurs;Entité ou catalogue;Confirmé;SiO2 et modificateurs;Solide amorphe;Technosphère, volcanisme;Famille de verres;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00381;Matériaux et minéraux;Céramique;Porcelaine;silicates, mullite, verre;Entité ou catalogue;Confirmé;silicates, mullite, verre;Composite céramique;Technosphère;Céramique cuite;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00382;Matériaux et minéraux;Céramique;Carbure de silicium;SiC;Entité ou catalogue;Confirmé;SiC;Réseau covalent;Poussières stellaires, abrasifs, électronique;Matériau réfractaire;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00383;Matériaux et minéraux;Céramique;Nitrure de silicium;Si3N4;Entité ou catalogue;Confirmé;Si3N4;Réseau covalent;Technosphère;Céramique technique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00384;Matériaux et minéraux;Semi-conducteur;Silicium cristallin;Si;Entité ou catalogue;Confirmé;Si;Diamant cubique;Croûte, électronique, photovoltaïque;Semi-conducteur majeur;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00385;Matériaux et minéraux;Semi-conducteur;Arséniure de gallium;GaAs;Entité ou catalogue;Confirmé;GaAs;Zincblende;Technosphère;Optoélectronique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00386;Matériaux et minéraux;Semi-conducteur;Nitrure de gallium;GaN;Entité ou catalogue;Confirmé;GaN;Wurtzite ou zincblende;Technosphère;Électronique de puissance et LED;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00387;Matériaux et minéraux;Composite;Béton;ciment, granulats, eau, pores;Entité ou catalogue;Confirmé;ciment, granulats, eau, pores;Composite minéral;Technosphère;Matériau de construction;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00388;Matériaux et minéraux;Composite;Béton armé;béton et acier;Entité ou catalogue;Confirmé;béton et acier;Composite hiérarchique;Technosphère;Compression et traction combinées;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00389;Matériaux et minéraux;Composite;Composite carbone-époxy;fibres de carbone et matrice polymère;Entité ou catalogue;Confirmé;fibres de carbone et matrice polymère;Composite anisotrope;Aéronautique, sport;Fort rapport résistance-masse;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00390;Matériaux et minéraux;Biomatériau;Bois;cellulose, hémicellulose, lignine, eau;Entité ou catalogue;Confirmé;cellulose, hémicellulose, lignine, eau;Composite cellulaire;Plantes, technosphère;Architecture hiérarchique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00391;Matériaux et minéraux;Biomatériau;Os;collagène et hydroxyapatite;Entité ou catalogue;Confirmé;collagène et hydroxyapatite;Composite hiérarchique;Vertébrés;Structure vivante minéralisée;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00392;Matériaux et minéraux;Biomatériau;Coquille;carbonate de calcium et matrice organique;Entité ou catalogue;Confirmé;carbonate de calcium et matrice organique;Composite stratifié;Mollusques, organismes;Biominéralisation;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00393;Matériaux et minéraux;Catalogue dynamique;Espèces minérales IMA;divers;Entité ou catalogue;Registre officiel ouvert;divers;Structures cristallines reconnues;Terre, météorites, laboratoires;Plusieurs milliers d'espèces, nouvelles approbations régulières;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00394;Réservoirs astronomiques;Échelle cosmologique;Vide intergalactique;;Réservoir;Confirmé;Gaz extrêmement raréfié, photons, neutrinos, matière noire;Très faible densité;Univers entre les structures;Matière ordinaire très diffuse;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00395;Réservoirs astronomiques;Échelle cosmologique;Filaments du réseau cosmique;;Réservoir;Confirmé;Gaz chaud et tiède, galaxies, matière noire;Densité supérieure aux vides;Réseau cosmique;Réservoir majeur de matière diffuse;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00396;Réservoirs astronomiques;Échelle cosmologique;Milieu intergalactique chaud-tiède;;Réservoir;Confirmé;Plasma ionisé;10^5 à 10^7 K typiquement;Filaments et périphéries d'amas;Partie des baryons difficiles à détecter;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00397;Réservoirs astronomiques;Amas de galaxies;Milieu intra-amas;;Réservoir;Confirmé;Plasma chaud, métaux, matière noire dominante gravitationnellement;Millions de kelvins;Amas de galaxies;Émet en rayons X;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00398;Réservoirs astronomiques;Galaxie;Halo de matière noire;;Réservoir;Inféré gravitationnellement;Nature microscopique inconnue;Distribution étendue;Autour des galaxies et amas;Non inventoriable par composition;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00399;Réservoirs astronomiques;Galaxie;Milieu circumgalactique;;Réservoir;Confirmé;Gaz ionisé, neutre, métaux, poussières;Large gamme de températures;Halos galactiques;Interface entre galaxie et milieu intergalactique;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00400;Réservoirs astronomiques;Galaxie;Milieu interstellaire ionisé chaud;;Réservoir;Confirmé;Plasma chaud;Environ 10^6 K;Bulles, superbulles;Chauffé par supernovas;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00401;Réservoirs astronomiques;Galaxie;Milieu ionisé chaud;;Réservoir;Confirmé;Hydrogène ionisé, électrons;Environ 10^4 K;Régions H II;Autour des étoiles chaudes;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00402;Réservoirs astronomiques;Galaxie;Milieu neutre chaud;;Réservoir;Confirmé;Hydrogène atomique;Environ 10^4 K;Disques galactiques;Phase diffuse;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00403;Réservoirs astronomiques;Galaxie;Milieu neutre froid;;Réservoir;Confirmé;Hydrogène atomique et molécules simples;Dizaines à centaines de kelvins;Nuages diffus;Précurseur des nuages moléculaires;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00404;Réservoirs astronomiques;Galaxie;Nuage moléculaire;;Réservoir;Confirmé;H2, CO, poussières, molécules complexes;Environ 10 à 100 K;Bras galactiques, zones de formation stellaire;Réservoir de formation des étoiles;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00405;Réservoirs astronomiques;Galaxie;Cœur moléculaire dense;;Réservoir;Confirmé;Gaz moléculaire dense, glaces sur grains;Basse température et forte densité;Nuages moléculaires;Formation protostellaire;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00406;Réservoirs astronomiques;Galaxie;Poussière interstellaire;;Réservoir;Confirmé;Silicates, carbone, glaces, métaux;Grains solides;Milieu interstellaire;Catalyse chimique et extinction;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00407;Réservoirs astronomiques;Étoile;Cœur stellaire;;Réservoir;Confirmé par modèles et observations;Plasma, noyaux en fusion, photons, neutrinos;Très haute température et pression;Étoiles actives;Site de nucléosynthèse;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00408;Réservoirs astronomiques;Étoile;Zone radiative;;Réservoir;Inféré et modélisé;Plasma transportant l'énergie par rayonnement;Haute température;Intérieur stellaire;Transport radiatif;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00409;Réservoirs astronomiques;Étoile;Zone convective;;Réservoir;Inféré et observé indirectement;Plasma en mouvement collectif;Gradient instable;Intérieur et enveloppe stellaire;Mélange de matière;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00410;Réservoirs astronomiques;Étoile;Photosphère;;Réservoir;Confirmé;Plasma partiellement ionisé et atomes;Température de surface stellaire;Surface visible des étoiles;Source des spectres stellaires;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00411;Réservoirs astronomiques;Étoile;Chromosphère et couronne;;Réservoir;Confirmé;Plasma magnétisé;Températures élevées;Atmosphères stellaires;Vents et éruptions;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00412;Réservoirs astronomiques;Résidu stellaire;Naine blanche;;Réservoir;Confirmé;Matière dégénérée électronique, noyaux de C, O, Ne ou autres;Très haute densité;Résidus stellaires;Refroidissement lent;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00413;Réservoirs astronomiques;Résidu stellaire;Étoile à neutrons, croûte;;Réservoir;Inféré;Noyaux riches en neutrons, électrons, neutrons libres;Densité extrême;Étoiles à neutrons;Cristal nucléaire et pâtes nucléaires possibles;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
MAT-00414;Réservoirs astronomiques;Résidu stellaire;Étoile à neutrons, cœur;;Réservoir;Inféré;Neutrons, protons, leptons, phases possibles;Densité supra-nucléaire;Étoiles à neutrons;Composition exacte inconnue;Dépend de la distance et des interfaces;Non quantifié;https://science.nasa.gov/universe/overview/building-blocks/;RES
